,Airline,Date of Journey,Source,Destination,Departure Time,Arrival Time,Duration,Total Stops,Price
975,IndiGo, 18 Apr 22,Kochi,Chennai,13:30,14:50,01 h 20 m,Non stop,"₹ 3,784"
976,IndiGo, 18 Apr 22,Kochi,Chennai,15:00,16:20,01 h 20 m,Non stop,"₹ 3,784"
977,IndiGo, 18 Apr 22,Kochi,Chennai,19:05,20:25,01 h 20 m,Non stop,"₹ 3,784"
978,Go First, 18 Apr 22,Kochi,Chennai,08:40,12:35,03 h 55 m,1 stop ,"₹ 3,824"
979,, 18 Apr 22,,,,,,,
980,, 18 Apr 22,,,,,,,
981,, 18 Apr 22,,,,,,,
982,, 18 Apr 22,,,,,,,
983,, 18 Apr 22,,,,,,,
984,, 18 Apr 22,,,,,,,
985,, 18 Apr 22,,,,,,,
986,, 18 Apr 22,,,,,,,
987,, 18 Apr 22,,,,,,,
988,, 18 Apr 22,,,,,,,
989,, 18 Apr 22,,,,,,,
990,IndiGo, 22 Apr 22,Chennai,Goa,18:25,19:55,01 h 30 m,Non stop,"₹ 2,520"
991,AirAsia, 22 Apr 22,Chennai,Goa,09:10,17:25,08 h 15 m,1 stop ,"₹ 2,711"
992,Go First, 22 Apr 22,Chennai,Goa,13:05,21:40,08 h 35 m,1 stop ,"₹ 3,194"
993,IndiGo, 22 Apr 22,Chennai,Goa,19:40,23:40,04 h,1 stop ,"₹ 3,374"
994,IndiGo, 22 Apr 22,Chennai,Goa,21:15,06:40,09 h 25 m,1 stop ,"₹ 3,374"
995,Air India, 22 Apr 22,Chennai,Goa,08:30,17:00,08 h 30 m,2 stop ,"₹ 3,468"
996,IndiGo, 22 Apr 22,Chennai,Goa,18:10,23:40,05 h 30 m,1 stop ,"₹ 3,712"
997,IndiGo, 22 Apr 22,Chennai,Goa,17:00,23:40,06 h 40 m,1 stop ,"₹ 3,712"
998,IndiGo, 22 Apr 22,Chennai,Goa,09:00,14:15,05 h 15 m,1 stop ,"₹ 3,882"
999,IndiGo, 22 Apr 22,Chennai,Goa,07:40,14:15,06 h 35 m,1 stop ,"₹ 3,882"
1000,IndiGo, 22 Apr 22,Chennai,Goa,15:50,23:40,07 h 50 m,1 stop ,"₹ 3,961"
1001,IndiGo, 22 Apr 22,Chennai,Goa,13:15,21:15,08 h,1 stop ,"₹ 3,987"
1002,AirAsia, 22 Apr 22,Chennai,Goa,15:50,22:00,06 h 10 m,1 stop ,"₹ 4,090"
1003,IndiGo, 22 Apr 22,Chennai,Goa,09:55,13:50,03 h 55 m,1 stop ,"₹ 4,333"
1004,IndiGo, 22 Apr 22,Chennai,Goa,17:00,21:05,04 h 05 m,1 stop ,"₹ 4,333"
1005,IndiGo, 22 Apr 22,Chennai,Goa,06:35,13:50,07 h 15 m,1 stop ,"₹ 4,582"
1006,IndiGo, 22 Apr 22,Chennai,Goa,12:00,17:40,05 h 40 m,1 stop ,"₹ 4,582"
1007,IndiGo, 22 Apr 22,Chennai,Goa,15:50,21:05,05 h 15 m,1 stop ,"₹ 4,582"
1008,IndiGo, 22 Apr 22,Chennai,Goa,16:20,21:15,04 h 55 m,1 stop ,"₹ 4,617"
1009,IndiGo, 8 Apr 22,Chennai,Goa,18:25,19:55,01 h 30 m,Non stop,"₹ 3,152"
1010,Go First, 8 Apr 22,Chennai,Goa,13:05,21:40,08 h 35 m,1 stop ,"₹ 3,194"
1011,IndiGo, 8 Apr 22,Chennai,Goa,09:55,17:40,07 h 45 m,1 stop ,"₹ 3,213"
1012,IndiGo, 8 Apr 22,Chennai,Goa,18:25,19:55,01 h 30 m,Non stop,"₹ 2,520"
1013,IndiGo, 8 Apr 22,Chennai,Goa,17:00,21:05,04 h 05 m,1 stop ,"₹ 3,213"
1014,IndiGo, 8 Apr 22,Chennai,Goa,19:40,23:40,04 h,1 stop ,"₹ 3,213"
1015,IndiGo, 8 Apr 22,Chennai,Goa,21:15,06:40,09 h 25 m,1 stop ,"₹ 3,213"
1016,AirAsia, 8 Apr 22,Chennai,Goa,09:10,17:25,08 h 15 m,1 stop ,"₹ 3,387"
1017,Air India, 8 Apr 22,Chennai,Goa,08:30,17:00,08 h 30 m,2 stop ,"₹ 3,468"
1018,IndiGo, 8 Apr 22,Chennai,Goa,09:55,13:50,03 h 55 m,1 stop ,"₹ 3,835"
1019,IndiGo, 8 Apr 22,Chennai,Goa,13:05,22:55,09 h 50 m,1 stop ,"₹ 3,878"
1020,IndiGo, 8 Apr 22,Chennai,Goa,18:10,23:40,05 h 30 m,1 stop ,"₹ 3,882"
1021,IndiGo, 8 Apr 22,Chennai,Goa,12:00,17:40,05 h 40 m,1 stop ,"₹ 3,961"
1022,IndiGo, 8 Apr 22,Chennai,Goa,15:50,21:05,05 h 15 m,1 stop ,"₹ 3,961"
1023,AirAsia, 8 Apr 22,Chennai,Goa,15:50,22:00,06 h 10 m,1 stop ,"₹ 4,090"
1024,Air India, 8 Apr 22,Chennai,Goa,15:20,22:20,07 h,1 stop ,"₹ 4,235"
1025,IndiGo, 8 Apr 22,Chennai,Goa,09:00,14:15,05 h 15 m,1 stop ,"₹ 4,360"
1026,IndiGo, 8 Apr 22,Chennai,Goa,07:40,14:15,06 h 35 m,1 stop ,"₹ 4,360"
1027,IndiGo, 8 Apr 22,Chennai,Goa,09:40,15:25,05 h 45 m,1 stop ,"₹ 4,399"
1028,Air India, 30 May 22,Hyderabad,New Delhi,06:40,08:55,02 h 15 m,Non stop,"₹ 2,276"
1029,Air India, 30 May 22,Hyderabad,New Delhi,09:55,12:20,02 h 25 m,Non stop,"₹ 2,276"
1030,Air India, 30 May 22,Hyderabad,New Delhi,16:10,18:30,02 h 20 m,Non stop,"₹ 2,276"
1031,Air India, 30 May 22,Hyderabad,New Delhi,20:40,23:00,02 h 20 m,Non stop,"₹ 2,276"
1032,AirAsia, 30 May 22,Hyderabad,New Delhi,20:55,01:10,04 h 15 m,1 stop ,"₹ 3,201"
1033,IndiGo, 30 May 22,Hyderabad,New Delhi,07:00,09:25,02 h 25 m,Non stop,"₹ 3,400"
1034,IndiGo, 30 May 22,Hyderabad,New Delhi,09:40,12:05,02 h 25 m,Non stop,"₹ 3,400"
1035,Go First, 30 May 22,Hyderabad,New Delhi,10:25,12:45,02 h 20 m,Non stop,"₹ 3,400"
1036,IndiGo, 30 May 22,Hyderabad,New Delhi,16:05,18:25,02 h 20 m,Non stop,"₹ 3,400"
1037,IndiGo, 30 May 22,Hyderabad,New Delhi,17:50,20:10,02 h 20 m,Non stop,"₹ 3,400"
1038,IndiGo, 30 May 22,Hyderabad,New Delhi,20:10,22:35,02 h 25 m,Non stop,"₹ 3,400"
1039,IndiGo, 30 May 22,Hyderabad,New Delhi,21:40,00:05,02 h 25 m,Non stop,"₹ 3,400"
1040,Go First, 30 May 22,Hyderabad,New Delhi,22:20,00:30,02 h 10 m,Non stop,"₹ 3,400"
1041,IndiGo, 30 May 22,Hyderabad,New Delhi,22:30,00:50,02 h 20 m,Non stop,"₹ 3,400"
1042,Vistara, 30 May 22,Hyderabad,New Delhi,07:00,09:00,02 h,Non stop,"₹ 3,421"
1043,Vistara, 30 May 22,Hyderabad,New Delhi,10:05,12:30,02 h 25 m,Non stop,"₹ 3,421"
1044,Vistara, 30 May 22,Hyderabad,New Delhi,13:25,15:40,02 h 15 m,Non stop,"₹ 3,421"
1045,Vistara, 30 May 22,Hyderabad,New Delhi,17:40,20:00,02 h 20 m,Non stop,"₹ 3,421"
1046,Vistara, 30 May 22,Hyderabad,New Delhi,20:25,22:40,02 h 15 m,Non stop,"₹ 3,421"
1047,Air India, 28 Apr 22,Hyderabad,New Delhi,20:40,23:00,02 h 20 m,Non stop,"₹ 2,276"
1048,Air India, 28 Apr 22,Hyderabad,New Delhi,06:40,08:55,02 h 15 m,Non stop,"₹ 2,696"
1049,Air India, 28 Apr 22,Hyderabad,New Delhi,09:55,12:20,02 h 25 m,Non stop,"₹ 3,193"
1050,Air India, 28 Apr 22,Hyderabad,New Delhi,16:10,18:30,02 h 20 m,Non stop,"₹ 3,193"
1051,AirAsia, 28 Apr 22,Hyderabad,New Delhi,20:55,01:10,04 h 15 m,1 stop ,"₹ 3,201"
1052,IndiGo, 28 Apr 22,Hyderabad,New Delhi,05:00,07:15,02 h 15 m,Non stop,"₹ 3,400"
1053,IndiGo, 28 Apr 22,Hyderabad,New Delhi,07:00,09:25,02 h 25 m,Non stop,"₹ 3,400"
1054,IndiGo, 28 Apr 22,Hyderabad,New Delhi,09:40,12:05,02 h 25 m,Non stop,"₹ 3,400"
1055,Go First, 28 Apr 22,Hyderabad,New Delhi,10:25,12:45,02 h 20 m,Non stop,"₹ 3,400"
1056,IndiGo, 28 Apr 22,Hyderabad,New Delhi,16:05,18:25,02 h 20 m,Non stop,"₹ 3,400"
1057,IndiGo, 28 Apr 22,Hyderabad,New Delhi,17:50,20:10,02 h 20 m,Non stop,"₹ 3,400"
1058,IndiGo, 28 Apr 22,Hyderabad,New Delhi,20:10,22:35,02 h 25 m,Non stop,"₹ 3,400"
1059,IndiGo, 28 Apr 22,Hyderabad,New Delhi,21:40,00:05,02 h 25 m,Non stop,"₹ 3,400"
1060,Go First, 28 Apr 22,Hyderabad,New Delhi,22:20,00:30,02 h 10 m,Non stop,"₹ 3,400"
1061,Vistara, 28 Apr 22,Hyderabad,New Delhi,07:00,09:00,02 h,Non stop,"₹ 3,421"
1062,Vistara, 28 Apr 22,Hyderabad,New Delhi,10:05,12:30,02 h 25 m,Non stop,"₹ 3,421"
1063,Vistara, 28 Apr 22,Hyderabad,New Delhi,13:25,15:40,02 h 15 m,Non stop,"₹ 3,421"
1064,Vistara, 28 Apr 22,Hyderabad,New Delhi,17:40,20:00,02 h 20 m,Non stop,"₹ 3,421"
1065,Vistara, 28 Apr 22,Hyderabad,New Delhi,20:25,22:40,02 h 15 m,Non stop,"₹ 3,421"
1066,Go First, 10 Apr 22,Hyderabad,Pune,22:10,23:30,01 h 20 m,Non stop,"₹ 2,928"
1067,IndiGo, 10 Apr 22,Hyderabad,Pune,22:20,04:05,05 h 45 m,1 stop ,"₹ 2,928"
1068,IndiGo, 10 Apr 22,Hyderabad,Pune,13:35,14:45,01 h 10 m,Non stop,"₹ 3,508"
1069,IndiGo, 10 Apr 22,Hyderabad,Pune,19:35,00:35,05 h,1 stop ,"₹ 3,923"
1070,IndiGo, 10 Apr 22,Hyderabad,Pune,19:15,00:35,05 h 20 m,1 stop ,"₹ 3,923"
1071,IndiGo, 10 Apr 22,Hyderabad,Pune,14:45,00:35,09 h 50 m,1 stop ,"₹ 3,923"
1072,Go First, 10 Apr 22,Hyderabad,Pune,06:00,16:50,10 h 50 m,1 stop ,"₹ 4,070"
1073,AirAsia, 10 Apr 22,Hyderabad,Pune,19:45,23:20,03 h 35 m,1 stop ,"₹ 4,094"
1074,AirAsia, 10 Apr 22,Hyderabad,Pune,14:20,23:20,09 h,1 stop ,"₹ 4,366"
1075,IndiGo, 10 Apr 22,Hyderabad,Pune,23:50,04:05,04 h 15 m,1 stop ,"₹ 4,449"
1076,IndiGo, 10 Apr 22,Hyderabad,Pune,19:35,04:05,08 h 30 m,1 stop ,"₹ 4,449"
1077,IndiGo, 10 Apr 22,Hyderabad,Pune,18:10,04:05,09 h 55 m,1 stop ,"₹ 4,449"
1078,IndiGo, 10 Apr 22,Hyderabad,Pune,04:40,05:50,01 h 10 m,Non stop,"₹ 4,453"
1079,IndiGo, 10 Apr 22,Hyderabad,Pune,22:10,23:20,01 h 10 m,Non stop,"₹ 4,453"
1080,IndiGo, 10 Apr 22,Hyderabad,Pune,08:15,12:45,04 h 30 m,1 stop ,"₹ 4,542"
1081,IndiGo, 10 Apr 22,Hyderabad,Pune,07:00,12:45,05 h 45 m,1 stop ,"₹ 4,542"
1082,Go First, 10 Apr 22,Hyderabad,Pune,11:20,15:45,04 h 25 m,1 stop ,"₹ 4,588"
1083,Air India, 10 Apr 22,Hyderabad,Pune,20:40,07:05,10 h 25 m,1 stop ,"₹ 4,786"
1084,IndiGo, 10 Apr 22,Hyderabad,Pune,12:00,18:35,06 h 35 m,1 stop ,"₹ 4,852"
1085,IndiGo, 1 May 22,Hyderabad,Pune,04:40,05:50,01 h 10 m,Non stop,"₹ 3,508"
1086,IndiGo, 1 May 22,Hyderabad,Pune,13:35,14:45,01 h 10 m,Non stop,"₹ 3,508"
1087,IndiGo, 1 May 22,Hyderabad,Pune,22:10,23:20,01 h 10 m,Non stop,"₹ 3,508"
1088,Go First, 1 May 22,Hyderabad,Pune,22:10,23:30,01 h 20 m,Non stop,"₹ 3,515"
1089,Go First, 1 May 22,Hyderabad,Pune,06:00,16:50,10 h 50 m,1 stop ,"₹ 4,070"
1090,, 1 May 22,,,,,,,
1091,, 1 May 22,,,,,,,
1092,, 1 May 22,,,,,,,
1093,, 1 May 22,,,,,,,
1094,, 1 May 22,,,,,,,
1095,, 1 May 22,,,,,,,
1096,, 1 May 22,,,,,,,
1097,, 1 May 22,,,,,,,
1098,, 1 May 22,,,,,,,
1099,, 1 May 22,,,,,,,
1100,, 1 May 22,,,,,,,
1101,, 1 May 22,,,,,,,
1102,, 1 May 22,,,,,,,
1103,, 1 May 22,,,,,,,
1104,, 1 May 22,,,,,,,
1105,, 1 May 22,,,,,,,
1106,, 1 May 22,,,,,,,
1107,, 1 May 22,,,,,,,
1108,, 1 May 22,,,,,,,
1109,IndiGo, 17 May 22,Hyderabad,Jaipur,05:40,13:25,07 h 45 m,1 stop ,"₹ 3,452"
1110,IndiGo, 17 May 22,Hyderabad,Jaipur,03:55,13:25,09 h 30 m,1 stop ,"₹ 3,452"
1111,IndiGo, 17 May 22,Hyderabad,Jaipur,05:00,13:40,08 h 40 m,1 stop ,"₹ 3,452"
1112,IndiGo, 17 May 22,Hyderabad,Jaipur,11:15,20:50,09 h 35 m,1 stop ,"₹ 3,452"
1113,IndiGo, 17 May 22,Hyderabad,Jaipur,17:50,22:45,04 h 55 m,1 stop ,"₹ 3,452"
1114,IndiGo, 17 May 22,Hyderabad,Jaipur,22:30,07:05,08 h 35 m,1 stop ,"₹ 3,452"
1115,IndiGo, 17 May 22,Hyderabad,Jaipur,21:40,07:05,09 h 25 m,1 stop ,"₹ 3,452"
1116,IndiGo, 17 May 22,Hyderabad,Jaipur,20:10,07:05,10 h 55 m,1 stop ,"₹ 3,452"
1117,Air India, 17 May 22,Hyderabad,Jaipur,09:55,20:00,10 h 05 m,1 stop ,"₹ 3,589"
1118,Air India, 17 May 22,Hyderabad,Jaipur,06:40,20:00,13 h 20 m,1 stop ,"₹ 3,589"
1119,Go First, 17 May 22,Hyderabad,Jaipur,14:40,16:35,01 h 55 m,Non stop,"₹ 4,242"
1120,AirAsia, 17 May 22,Hyderabad,Jaipur,09:25,11:20,01 h 55 m,Non stop,"₹ 4,244"
1121,IndiGo, 17 May 22,Hyderabad,Jaipur,11:40,13:40,02 h,Non stop,"₹ 4,558"
1122,IndiGo, 17 May 22,Hyderabad,Jaipur,19:50,21:55,02 h 05 m,Non stop,"₹ 4,558"
1123,IndiGo, 17 May 22,Hyderabad,Jaipur,10:45,18:35,07 h 50 m,1 stop ,"₹ 4,974"
1124,IndiGo, 17 May 22,Hyderabad,Jaipur,17:45,23:15,05 h 30 m,1 stop ,"₹ 4,974"
1125,IndiGo, 17 May 22,Hyderabad,Jaipur,07:00,13:40,06 h 40 m,1 stop ,"₹ 5,230"
1126,IndiGo, 17 May 22,Hyderabad,Jaipur,16:05,22:45,06 h 40 m,1 stop ,"₹ 5,230"
1127,IndiGo, 17 May 22,Hyderabad,Jaipur,04:30,10:20,05 h 50 m,1 stop ,"₹ 5,319"
1128,AirAsia, 20 Mar 22,Hyderabad,Jaipur,22:10,09:50,11 h 40 m,2 stop ,"₹ 4,219"
1129,AirAsia, 20 Mar 22,Hyderabad,Jaipur,19:45,09:50,14 h 05 m,2 stop ,"₹ 4,219"
1130,IndiGo, 20 Mar 22,Hyderabad,Jaipur,11:35,13:45,02 h 10 m,Non stop,"₹ 4,243"
1131,IndiGo, 20 Mar 22,Hyderabad,Jaipur,20:15,22:35,02 h 20 m,Non stop,"₹ 4,243"
1132,AirAsia, 20 Mar 22,Hyderabad,Jaipur,09:25,11:20,01 h 55 m,Non stop,"₹ 4,244"
1133,IndiGo, 20 Mar 22,Hyderabad,Jaipur,10:45,18:30,07 h 45 m,1 stop ,"₹ 4,906"
1134,IndiGo, 20 Mar 22,Hyderabad,Jaipur,08:30,18:30,10 h,1 stop ,"₹ 4,906"
1135,Air India, 20 Mar 22,Hyderabad,Jaipur,20:45,09:20,12 h 35 m,1 stop ,"₹ 4,931"
1136,IndiGo, 20 Mar 22,Hyderabad,Jaipur,05:00,13:50,08 h 50 m,1 stop ,"₹ 5,230"
1137,IndiGo, 20 Mar 22,Hyderabad,Jaipur,17:45,23:30,05 h 45 m,1 stop ,"₹ 5,259"
1138,Air India, 20 Mar 22,Hyderabad,Jaipur,20:50,07:10,10 h 20 m,1 stop ,"₹ 5,283"
1139,IndiGo, 20 Mar 22,Hyderabad,Jaipur,05:35,11:30,05 h 55 m,1 stop ,"₹ 5,528"
1140,IndiGo, 20 Mar 22,Hyderabad,Jaipur,07:00,13:50,06 h 50 m,1 stop ,"₹ 5,545"
1141,Air India, 20 Mar 22,Hyderabad,Jaipur,11:20,20:00,08 h 40 m,1 stop ,"₹ 5,556"
1142,IndiGo, 20 Mar 22,Hyderabad,Jaipur,15:00,23:30,08 h 30 m,1 stop ,"₹ 5,679"
1143,IndiGo, 20 Mar 22,Hyderabad,Jaipur,15:55,22:50,06 h 55 m,1 stop ,"₹ 6,385"
1144,Go First, 20 Mar 22,Hyderabad,Jaipur,16:10,08:35,16 h 25 m,1 stop ,"₹ 6,576"
1145,IndiGo, 20 Mar 22,Hyderabad,Jaipur,13:35,19:00,05 h 25 m,1 stop ,"₹ 6,629"
1146,IndiGo, 20 Mar 22,Hyderabad,Jaipur,18:15,00:25,06 h 10 m,1 stop ,"₹ 6,785"
1147,SpiceJet, 10 Mar 22,Chennai,Mumbai,06:25,08:20,01 h 55 m,Non stop,"₹ 5,881"
1148,SpiceJet, 10 Mar 22,Chennai,Mumbai,21:50,23:50,02 h,Non stop,"₹ 5,881"
1149,IndiGo, 10 Mar 22,Chennai,Mumbai,04:45,06:35,01 h 50 m,Non stop,"₹ 5,882"
1150,IndiGo, 10 Mar 22,Chennai,Mumbai,07:05,09:05,02 h,Non stop,"₹ 5,882"
1151,IndiGo, 10 Mar 22,Chennai,Mumbai,09:40,11:35,01 h 55 m,Non stop,"₹ 5,882"
1152,IndiGo, 10 Mar 22,Chennai,Mumbai,19:55,22:10,02 h 15 m,Non stop,"₹ 5,882"
1153,IndiGo, 10 Mar 22,Chennai,Mumbai,22:15,00:20,02 h 05 m,Non stop,"₹ 5,882"
1154,SpiceJet, 10 Mar 22,Chennai,Mumbai,21:10,06:40,09 h 30 m,1 stop ,"₹ 5,987"
1155,Vistara, 10 Mar 22,Chennai,Mumbai,07:00,09:00,02 h,Non stop,"₹ 5,988"
1156,Vistara, 10 Mar 22,Chennai,Mumbai,09:45,11:40,01 h 55 m,Non stop,"₹ 5,988"
1157,Vistara, 10 Mar 22,Chennai,Mumbai,12:30,14:30,02 h,Non stop,"₹ 5,988"
1158,Vistara, 10 Mar 22,Chennai,Mumbai,20:30,22:35,02 h 05 m,Non stop,"₹ 5,988"
1159,IndiGo, 10 Mar 22,Chennai,Mumbai,18:45,20:45,02 h,Non stop,"₹ 6,092"
1160,IndiGo, 10 Mar 22,Chennai,Mumbai,13:10,15:05,01 h 55 m,Non stop,"₹ 6,304"
1161,IndiGo, 10 Mar 22,Chennai,Mumbai,05:15,13:45,08 h 30 m,1 stop ,"₹ 7,195"
1162,IndiGo, 10 Mar 22,Chennai,Mumbai,17:50,19:45,01 h 55 m,Non stop,"₹ 7,457"
1163,IndiGo, 10 Mar 22,Chennai,Mumbai,15:45,20:45,05 h,1 stop ,"₹ 7,982"
1164,, 10 Mar 22,,,,,,,
1165,, 10 Mar 22,,,,,,,
1166,, 10 Mar 22,,,,,,,
1167,, 10 Mar 22,,,,,,,
1168,, 10 Mar 22,,,,,,,
1169,, 10 Mar 22,,,,,,,
1170,, 10 Mar 22,,,,,,,
1171,Air India, 10 Mar 22,Chennai,Mumbai,06:20,08:05,01 h 45 m,Non stop,"₹ 7,983"
1172,Air India, 22 Mar 22,Chennai,Mumbai,06:20,08:05,01 h 45 m,Non stop,"₹ 2,828"
1173,IndiGo, 22 Mar 22,Chennai,Mumbai,04:45,06:35,01 h 50 m,Non stop,"₹ 3,000"
1174,IndiGo, 22 Mar 22,Chennai,Mumbai,07:05,09:05,02 h,Non stop,"₹ 3,000"
1175,IndiGo, 22 Mar 22,Chennai,Mumbai,19:55,22:10,02 h 15 m,Non stop,"₹ 3,000"
1176,Vistara, 22 Mar 22,Chennai,Mumbai,07:00,09:00,02 h,Non stop,"₹ 3,048"
1177,Vistara, 22 Mar 22,Chennai,Mumbai,09:45,11:40,01 h 55 m,Non stop,"₹ 3,048"
1178,Vistara, 22 Mar 22,Chennai,Mumbai,12:30,14:30,02 h,Non stop,"₹ 3,048"
1179,Vistara, 22 Mar 22,Chennai,Mumbai,20:30,22:35,02 h 05 m,Non stop,"₹ 3,048"
1180,AirAsia, 22 Mar 22,Chennai,Mumbai,16:05,20:35,04 h 30 m,1 stop ,"₹ 3,066"
1181,, 22 Mar 22,,,,,,,
1182,, 22 Mar 22,,,,,,,
1183,, 22 Mar 22,,,,,,,
1184,, 22 Mar 22,,,,,,,
1185,, 22 Mar 22,,,,,,,
1186,, 22 Mar 22,,,,,,,
1187,SpiceJet, 22 Mar 22,Chennai,Mumbai,06:25,08:20,01 h 55 m,Non stop,"₹ 3,150"
1188,SpiceJet, 22 Mar 22,Chennai,Mumbai,21:50,23:50,02 h,Non stop,"₹ 3,150"
1189,IndiGo, 22 Mar 22,Chennai,Mumbai,16:30,00:35,08 h 05 m,1 stop ,"₹ 3,199"
1190,, 22 Mar 22,,,,,,,
1191,, 22 Mar 22,,,,,,,
1192,, 22 Mar 22,,,,,,,
1193,IndiGo, 22 Mar 22,Chennai,Mumbai,09:40,11:35,01 h 55 m,Non stop,"₹ 3,572"
1194,IndiGo, 22 Mar 22,Chennai,Mumbai,13:10,15:05,01 h 55 m,Non stop,"₹ 3,572"
1195,IndiGo, 22 Mar 22,Chennai,Mumbai,17:50,19:45,01 h 55 m,Non stop,"₹ 3,572"
1196,IndiGo, 22 Mar 22,Chennai,Mumbai,18:45,20:45,02 h,Non stop,"₹ 3,572"
1197,IndiGo, 22 Mar 22,Chennai,Mumbai,22:15,00:20,02 h 05 m,Non stop,"₹ 3,572"
1198,IndiGo, 22 Mar 22,Chennai,Mumbai,09:55,16:35,06 h 40 m,1 stop ,"₹ 3,580"
1199,IndiGo, 22 Mar 22,Chennai,Mumbai,13:05,19:50,06 h 45 m,1 stop ,"₹ 3,591"
1200,SpiceJet, 5 Mar 22,Chennai,Bengaluru,08:20,09:40,01 h 20 m,Non stop,"₹ 3,361"
1201,IndiGo, 5 Mar 22,Chennai,Bengaluru,05:25,06:25,01 h,Non stop,"₹ 3,362"
1202,IndiGo, 5 Mar 22,Chennai,Bengaluru,13:05,14:10,01 h 05 m,Non stop,"₹ 3,362"
1203,IndiGo, 5 Mar 22,Chennai,Bengaluru,14:30,15:40,01 h 10 m,Non stop,"₹ 3,362"
1204,IndiGo, 5 Mar 22,Chennai,Bengaluru,16:30,17:35,01 h 05 m,Non stop,"₹ 3,362"
1205,IndiGo, 5 Mar 22,Chennai,Bengaluru,20:50,22:00,01 h 10 m,Non stop,"₹ 3,362"
1206,AirAsia, 5 Mar 22,Chennai,Bengaluru,16:55,18:20,01 h 25 m,Non stop,"₹ 3,363"
1207,AirAsia, 5 Mar 22,Chennai,Bengaluru,22:35,23:45,01 h 10 m,Non stop,"₹ 4,517"
1208,IndiGo, 5 Mar 22,Chennai,Bengaluru,09:00,10:05,01 h 05 m,Non stop,"₹ 4,675"
1209,IndiGo, 3 Apr 22,Chennai,Bengaluru,07:40,08:30,50 m,Non stop,"₹ 1,787"
1210,IndiGo, 3 Apr 22,Chennai,Bengaluru,09:00,09:50,50 m,Non stop,"₹ 1,787"
1211,IndiGo, 3 Apr 22,Chennai,Bengaluru,16:20,17:15,55 m,Non stop,"₹ 1,787"
1212,IndiGo, 3 Apr 22,Chennai,Bengaluru,17:55,18:55,01 h,Non stop,"₹ 1,787"
1213,IndiGo, 3 Apr 22,Chennai,Bengaluru,11:10,12:10,01 h,Non stop,"₹ 1,892"
1214,IndiGo, 3 Apr 22,Chennai,Bengaluru,13:15,14:10,55 m,Non stop,"₹ 1,892"
1215,IndiGo, 3 Apr 22,Chennai,Bengaluru,19:00,20:00,01 h,Non stop,"₹ 1,892"
1216,IndiGo, 3 Apr 22,Chennai,Bengaluru,20:55,22:00,01 h 05 m,Non stop,"₹ 1,892"
1217,AirAsia, 3 Apr 22,Chennai,Bengaluru,15:50,17:00,01 h 10 m,Non stop,"₹ 2,022"
1218,AirAsia, 3 Apr 22,Chennai,Bengaluru,22:35,23:45,01 h 10 m,Non stop,"₹ 2,022"
1219,AirAsia, 3 Apr 22,Chennai,Bengaluru,23:30,00:45,01 h 15 m,Non stop,"₹ 2,022"
1220,"SpiceJet, Go First", 20 Mar 22,Chennai,Lucknow,06:15,13:20,07 h 05 m,1 stop ,"₹ 6,238"
1221,"IndiGo, Go First", 20 Mar 22,Chennai,Lucknow,06:35,13:20,06 h 45 m,1 stop ,"₹ 6,242"
1222,IndiGo, 20 Mar 22,Chennai,Lucknow,07:05,14:55,07 h 50 m,1 stop ,"₹ 6,487"
1223,IndiGo, 20 Mar 22,Chennai,Lucknow,11:05,13:25,02 h 20 m,Non stop,"₹ 4,567"
1224,, 20 Mar 22,,,,,,,
1225,IndiGo, 20 Mar 22,Chennai,Lucknow,04:45,14:55,10 h 10 m,1 stop ,"₹ 6,487"
1226,"IndiGo, Go First", 20 Mar 22,Chennai,Lucknow,15:45,07:00,15 h 15 m,2 stop ,"₹ 6,830"
1227,IndiGo, 20 Mar 22,Chennai,Lucknow,09:40,14:55,05 h 15 m,1 stop ,"₹ 6,902"
1228,"AirAsia, IndiGo", 20 Mar 22,Chennai,Lucknow,09:10,15:30,06 h 20 m,1 stop ,"₹ 6,988"
1229,"IndiGo, Go First", 20 Mar 22,Chennai,Lucknow,17:05,07:00,13 h 55 m,2 stop ,"₹ 7,079"
1230,IndiGo, 20 Mar 22,Chennai,Lucknow,09:55,15:30,05 h 35 m,1 stop ,"₹ 7,090"
1231,Air India, 20 Mar 22,Chennai,Lucknow,06:20,08:15,25 h 55 m,3 stop ,"₹ 7,581"
1232,IndiGo, 20 Mar 22,Chennai,Lucknow,05:25,13:15,07 h 50 m,1 stop ,"₹ 7,666"
1233,Air India, 20 Mar 22,Chennai,Lucknow,06:10,14:00,07 h 50 m,1 stop ,"₹ 7,826"
1234,IndiGo, 20 Mar 22,Chennai,Lucknow,11:05,13:25,02 h 20 m,Non stop,"₹ 7,903"
1235,IndiGo, 20 Mar 22,Chennai,Lucknow,22:30,05:30,07 h,1 stop ,"₹ 8,140"
1236,IndiGo, 20 Mar 22,Chennai,Lucknow,16:20,22:25,06 h 05 m,1 stop ,"₹ 8,193"
1237,IndiGo, 20 Mar 22,Chennai,Lucknow,22:25,07:10,08 h 45 m,1 stop ,"₹ 8,193"
1238,IndiGo, 20 Mar 22,Chennai,Lucknow,11:10,16:55,05 h 45 m,1 stop ,"₹ 8,298"
1239,IndiGo, 20 Mar 22,Chennai,Lucknow,09:55,14:00,04 h 05 m,1 stop ,"₹ 8,586"
